Order|Family (Scientific)|Family (English)|Genus|Species (Scientific)|Authority|Species (English)|Breeding Range|Breeding Range-Subregion(s)|Nonbreeding Range
PASSERIFORMES|Thamnophilidae|Antbirds|Myrmelastes|caurensis|(Hellmayr, 1906)|Caura Antbird|SA|nc Amazonia|
PASSERIFORMES|Thamnophilidae|Antbirds|Poliocrania|exsul|(Sclater, PL, 1859)|Chestnut-backed Antbird|MA, SA|Nicaragua to w Ecuador|
PASSERIFORMES|Thamnophilidae|Antbirds|Ampelornis|griseiceps|(Chapman, 1923)|Grey-headed Antbird|SA|sw Ecuador and nw Peru|
PASSERIFORMES|Thamnophilidae|Antbirds|Sipia|berlepschi|(Hartert, EJO, 1898)|Stub-tailed Antbird|SA|w Colombia to nw Ecuador|
PASSERIFORMES|Thamnophilidae|Antbirds|Sipia|nigricauda|(Salvin & Godman, 1892)|Esmeraldas Antbird|SA|w Colombia and w Ecuador|
PASSERIFORMES|Thamnophilidae|Antbirds|Sipia|palliata|(Todd, 1917)|Magdalena Antbird|SA|c, n Colombia and nw Venezuela|
PASSERIFORMES|Thamnophilidae|Antbirds|Sipia|laemosticta|(Salvin, 1865)|Dull-mantled Antbird|MA|e Costa Rica and Panama|
PASSERIFORMES|Thamnophilidae|Antbirds|Myrmeciza|longipes|(Swainson, 1825)|White-bellied Antbird|SA|e Panama to n SA including Trinidad|
PASSERIFORMES|Thamnophilidae|Antbirds|Myrmoborus|melanurus|(Sclater, PL & Salvin, 1866)|Black-tailed Antbird|SA|w Amazonia|
PASSERIFORMES|Thamnophilidae|Antbirds|Myrmoborus|lophotes|(Hellmayr & Seilern, 1914)|White-lined Antbird|SA|sw Amazonia|
PASSERIFORMES|Thamnophilidae|Antbirds|Myrmoborus|myotherinus|(Spix, 1825)|Black-faced Antbird|SA|Amazonia|
PASSERIFORMES|Thamnophilidae|Antbirds|Myrmoborus|leucophrys|(Tschudi, 1844)|White-browed Antbird|SA|Amazonia|
PASSERIFORMES|Thamnophilidae|Antbirds|Myrmoborus|lugubris|(Cabanis, 1847)|Ash-breasted Antbird|SA|Amazon and tributaries|
PASSERIFORMES|Thamnophilidae|Antbirds|Gymnocichla|nudiceps|(Cassin, 1850)|Bare-crowned Antbird|MA, SA|s Belize to n Colombia|
PASSERIFORMES|Thamnophilidae|Antbirds|Pyriglena|maura|(Ménétriés, 1835)|Western Fire-eye|SA|w Ecuador, Peru, sc Colombia, e, c Bolivia and sw Brazil|
PASSERIFORMES|Thamnophilidae|Antbirds|Pyriglena|similis|Zimmer, JT, 1931|Tapajos Fire-eye|SA|sc Amazonian Brazil|
PASSERIFORMES|Thamnophilidae|Antbirds|Pyriglena|leuconota|(Spix, 1824)|East Amazonian Fire-eye|SA|e Brazil|
PASSERIFORMES|Thamnophilidae|Antbirds|Pyriglena|atra|(Swainson, 1825)|Fringe-backed Fire-eye|SA|e Brazil|
PASSERIFORMES|Thamnophilidae|Antbirds|Pyriglena|leucoptera|(Vieillot, 1818)|White-shouldered Fire-eye|SA|e Paraguay, ne Argentina and se Brazil|
PASSERIFORMES|Thamnophilidae|Antbirds|Rhopornis|ardesiacus|(Wied-Neuwied, M, 1831)|Slender Antbird|SA|e Brazil|
PASSERIFORMES|Thamnophilidae|Antbirds|Percnostola|rufifrons|(Gmelin, JF, 1789)|Black-headed Antbird|SA|ne, nc Amazonia|
PASSERIFORMES|Thamnophilidae|Antbirds|Percnostola|arenarum|Isler, ML, Álvarez A, J, Isler, PR & Whitney, 2001|Allpahuayo Antbird|SA|ne Peru|
PASSERIFORMES|Thamnophilidae|Antbirds|Akletos|melanoceps|(Spix, 1825)|White-shouldered Antbird|SA|w Amazonia|
PASSERIFORMES|Thamnophilidae|Antbirds|Akletos|goeldii|(Snethlage, E, 1908)|Goeldi's Antbird|SA|sw Amazonia|
PASSERIFORMES|Thamnophilidae|Antbirds|Hafferia|fortis|(Sclater, PL & Salvin, 1868)|Sooty Antbird|SA|w Amazonia|
PASSERIFORMES|Thamnophilidae|Antbirds|Hafferia|immaculata|(Lafresnaye, 1845)|Blue-lored Antbird|MA, SA|n Venezuela to c Colombia|
PASSERIFORMES|Thamnophilidae|Antbirds|Hafferia|zeledoni|(Ridgway, 1909)|Zeledon's Antbird|MA, SA|s Nicaragua to w Ecuador|
PASSERIFORMES|Formicariidae|Antthrushes|Formicarius|colma|Boddaert, 1783|Rufous-capped Antthrush|SA|Amazonia and se Brazil|
PASSERIFORMES|Formicariidae|Antthrushes|Formicarius|analis|(d'Orbigny & Lafresnaye, 1837)|Black-faced Antthrush|MA, SA|Honduras through n Bolivia and Amazonian Brazil|
PASSERIFORMES|Formicariidae|Antthrushes|Formicarius|moniliger|Sclater, PL, 1857|Mayan Antthrush|MA|s Mexico to nw Honduras|
PASSERIFORMES|Formicariidae|Antthrushes|Formicarius|rufifrons|Blake, 1957|Rufous-fronted Antthrush|SA|sw Amazonia|
PASSERIFORMES|Formicariidae|Antthrushes|Formicarius|nigricapillus|Ridgway, 1893|Black-headed Antthrush|MA, SA|Costa Rica to w Ecuador|
PASSERIFORMES|Formicariidae|Antthrushes|Formicarius|rufipectus|Salvin, 1866|Rufous-breasted Antthrush|MA, SA|Costa Rica to nw Venezuela and se Peru|
PASSERIFORMES|Formicariidae|Antthrushes|Chamaeza|campanisona|(Lichtenstein, MHC, 1823)|Short-tailed Antthrush|SA|Venezuela to Bolivia, tepuis and se SA|
PASSERIFORMES|Formicariidae|Antthrushes|Chamaeza|nobilis|Gould, 1855|Striated Antthrush|SA|w, c Amazonia|
PASSERIFORMES|Formicariidae|Antthrushes|Chamaeza|meruloides|Vigors, 1825|Cryptic Antthrush|SA|se Brazil|
PASSERIFORMES|Formicariidae|Antthrushes|Chamaeza|ruficauda|Cabanis & Heine, 1860|Rufous-tailed Antthrush|SA|se Brazil and ne Argentina|
PASSERIFORMES|Formicariidae|Antthrushes|Chamaeza|turdina|Cabanis & Heine, 1860|Schwartz's Antthrush|SA|n Venezuela and wc Colombia|
PASSERIFORMES|Formicariidae|Antthrushes|Chamaeza|mollissima|Sclater, PL, 1855|Barred Antthrush|SA|Colombia to n Peru, se Peru to c Bolivia|
PASSERIFORMES|Grallariidae|Antpittas|Grallaria|squamigera|Prévost & des Murs, 1842|Undulated Antpitta|SA|w Venezuela to c Bolivia|
PASSERIFORMES|Grallariidae|Antpittas|Grallaria|gigantea|Lawrence, 1866|Giant Antpitta|SA|sw Colombia and n Ecuador|
PASSERIFORMES|Grallariidae|Antpittas|Grallaria|excelsa|Berlepsch, 1893|Great Antpitta|SA|Venezuela|
PASSERIFORMES|Grallariidae|Antpittas|Grallaria|varia|(Boddaert, 1783)|Variegated Antpitta|SA|Amazonia and se SA|
PASSERIFORMES|Grallariidae|Antpittas|Grallaria|alleni|Chapman, 1912|Moustached Antpitta|SA|sw Colombia and n Ecuador|
PASSERIFORMES|Grallariidae|Antpittas|Grallaria|guatimalensis|Prévost & des Murs, 1842|Scaled Antpitta|MA, SA|s Mexico to c Bolivia and tepuis|
PASSERIFORMES|Grallariidae|Antpittas|Grallaria|chthonia|Wetmore & Phelps, WH Jr, 1956|Tachira Antpitta|SA|w Venezuela|
PASSERIFORMES|Grallariidae|Antpittas|Grallaria|haplonota|Sclater, PL, 1877|Plain-backed Antpitta|SA|n Venezuela, w Colombia to n Peru|
PASSERIFORMES|Grallariidae|Antpittas|Grallaria|dignissima|Sclater, PL & Salvin, 1880|Ochre-striped Antpitta|SA|w Amazonia|
PASSERIFORMES|Grallariidae|Antpittas|Grallaria|eludens|Lowery & O'Neill, 1969|Elusive Antpitta|SA|sw Amazonia|
PASSERIFORMES|Grallariidae|Antpittas|Grallaria|ruficapilla|Lafresnaye, 1842|Chestnut-crowned Antpitta|SA|n, w Venezuela to c Peru|
PASSERIFORMES|Grallariidae|Antpittas|Grallaria|watkinsi|Chapman, 1919|Watkins's Antpitta|SA|w Ecuador and nw Peru|
PASSERIFORMES|Grallariidae|Antpittas|Grallaria|bangsi|Allen, JA, 1900|Santa Marta Antpitta|SA|n Colombia|
PASSERIFORMES|Grallariidae|Antpittas|Grallaria|kaestneri|Stiles, 1992|Cundinamarca Antpitta|SA|c Colombia|
PASSERIFORMES|Grallariidae|Antpittas|Grallaria|andicolus|(Cabanis, 1873)|Stripe-headed Antpitta|SA|Peru to w Bolivia|
PASSERIFORMES|Grallariidae|Antpittas|Grallaria|griseonucha|Sclater, PL & Salvin, 1871|Grey-naped Antpitta|SA|Venezuela|
PASSERIFORMES|Grallariidae|Antpittas|Grallaria|ridgelyi|Krabbe, Agro, Rice, Jacome, Navarrete & Sornoza-Molina, 1999|Jocotoco Antpitta|SA|s Ecuador and n Peru|
PASSERIFORMES|Grallariidae|Antpittas|Grallaria|nuchalis|Sclater, PL, 1860|Chestnut-naped Antpitta|SA|Colombia to n Peru|
PASSERIFORMES|Grallariidae|Antpittas|Grallaria|carrikeri|Schulenberg & Williams, MD, 1982|Pale-billed Antpitta|SA|Peru|
PASSERIFORMES|Grallariidae|Antpittas|Grallaria|albigula|Chapman, 1923|White-throated Antpitta|SA|se Peru to nw Argentina|
PASSERIFORMES|Grallariidae|Antpittas|Grallaria|flavotincta|Sclater, PL, 1877|Yellow-breasted Antpitta|SA|Colombia to nw Ecuador|
PASSERIFORMES|Grallariidae|Antpittas|Grallaria|hypoleuca|Sclater, PL, 1855|White-bellied Antpitta|SA|Colombia to n Peru|
PASSERIFORMES|Grallariidae|Antpittas|Grallaria|przewalskii|Taczanowski, 1882|Rusty-tinged Antpitta|SA|c Peru|
PASSERIFORMES|Grallariidae|Antpittas|Grallaria|capitalis|Chapman, 1926|Bay Antpitta|SA|c Peru|
PASSERIFORMES|Grallariidae|Antpittas|Grallaria|erythroleuca|Sclater, PL, 1874|Red-and-white Antpitta|SA|se Peru|
PASSERIFORMES|Grallariidae|Antpittas|Grallaria|spatiator|Bangs, 1898|Sierra Nevada Antpitta|SA|Santa Marta Mts. (ne Colombia)|
PASSERIFORMES|Grallariidae|Antpittas|Grallaria|saltuensis|Wetmore, 1946|Perija Antpitta|SA|Perijá Mts. (ne Colombia and nw Venezuela)|
PASSERIFORMES|Grallariidae|Antpittas|Grallaria|rufula|Lafresnaye, 1843|Muisca Antpitta|SA|ec Colombia (Norte de Santander to Cundinamarca and w Meta), sw Venezuela (Táchira)|
PASSERIFORMES|Grallariidae|Antpittas|Grallaria|rufocinerea|Sclater, PL & Salvin, 1879|Bicolored Antpitta|SA|c Colombia and nc Ecuador|
PASSERIFORMES|Grallariidae|Antpittas|Grallaria|alvarezi|Cuervo, Cadena, Isler, ML & Chesser, 2020|Chami Antpitta|SA|w Colombia (nw Antioquia to nw Cauca)|
PASSERIFORMES|Grallariidae|Antpittas|Grallaria|saturata|Domaniewski & Stolzmann, 1918|Equatorial Antpitta|SA|c, sc Colombia, Ecuador, nc Peru|
PASSERIFORMES|Grallariidae|Antpittas|Grallaria|cajamarcae|(Chapman, 1927)|Cajamarca Antpitta|SA|nw Peru (Piura, Cajamarca, and Lambayeque west of the Río Huancabamba and the upper Río Marañón)|
PASSERIFORMES|Grallariidae|Antpittas|Grallaria|blakei|Graves, GR, 1987|Chestnut Antpitta|SA|ec Peru (Amazonas and San Martín south and east of the Río Marañón south to Huánuco north of Río Huallaga)|
PASSERIFORMES|Grallariidae|Antpittas|Grallaria|gravesi|Isler, ML, Chesser, Robbins & Hosner, 2020|Chachapoyas Antpitta|SA|nc, c Peru (Amazonas and San Martín south and east of the Río Marañón, south to Huánuco north of Río Huallaga)|
PASSERIFORMES|Grallariidae|Antpittas|Grallaria|oneilli|Chesser & Isler, ML, 2020|Panao Antpitta|SA|ec Peru (Huánuco and Pasco, south of the Río Huallaga and north of the Río Perené)|
PASSERIFORMES|Grallariidae|Antpittas|Grallaria|obscura|Berlepsch & Stolzmann, 1896|Junin Antpitta|SA|ec Peru (Junín, south of the Río Perené, north of the Río Mantaro, and west of Río Ene)|
PASSERIFORMES|Grallariidae|Antpittas|Grallaria|centralis|Hosner, Robbins, Isler, ML & Chesser, 2020|Oxapampa Antpitta|SA|ec Peru (Huánuco south of the Río Huallaga through Pasco to Junín west of the Río Ene and north of the Río Mantaro)|
PASSERIFORMES|Grallariidae|Antpittas|Grallaria|ayacuchensis|Hosner, Robbins, Isler, ML & Chesser, 2020|Ayacucho Antpitta|SA|sc Peru (Ayacucho)|
PASSERIFORMES|Grallariidae|Antpittas|Grallaria|occabambae|(Chapman, 1923)|Urubamba Antpitta|SA|sc Peru (e Junín and Cusco)|
PASSERIFORMES|Grallariidae|Antpittas|Grallaria|sinaensis|Robbins, Isler, ML, Chesser & Tobias, 2020|Puno Antpitta|SA|s Peru (Puno) and extreme w Bolivia (w La Paz)|
PASSERIFORMES|Grallariidae|Antpittas|Grallaria|cochabambae|Bond, J & Meyer de Schauensee, 1940|Bolivian Antpitta|SA|w Bolivia|
PASSERIFORMES|Grallariidae|Antpittas|Grallaria|quitensis|Lesson, RP, 1844|Tawny Antpitta|SA|c Colombia and Ecuador|
PASSERIFORMES|Grallariidae|Antpittas|Grallaria|alticola|Todd, 1919|Boyaca Antpitta|SA|e Colombia|
PASSERIFORMES|Grallariidae|Antpittas|Grallaria|atuensis|Carriker, 1933|Atuen Antpitta|SA|n Peru|
PASSERIFORMES|Grallariidae|Antpittas|Grallaria|milleri|Chapman, 1912|Brown-banded Antpitta|SA|c Colombia|
PASSERIFORMES|Grallariidae|Antpittas|Grallaria|urraoensis|Carantón-Ayala & Certuche-Cubillos, 2010|Urrao Antpitta|SA|nw Colombia|
PASSERIFORMES|Grallariidae|Antpittas|Grallaria|erythrotis|Sclater, PL & Salvin, 1876|Rufous-faced Antpitta|SA|Yungas of extreme se Peru (Puno) and w Bolivia (La Paz, Cochabamba and w Santa Cruz)|
PASSERIFORMES|Grallariidae|Antpittas|Cryptopezus|nattereri|(Pinto, 1937)|Speckle-breasted Antpitta|SA|e Paraguay, ne Argentina and s, se Brazil|
PASSERIFORMES|Grallariidae|Antpittas|Hylopezus|perspicillatus|(Lawrence, 1861)|Streak-chested Antpitta|MA, SA|e Honduras to nw Ecuador|
PASSERIFORMES|Grallariidae|Antpittas|Hylopezus|macularius|(Temminck, 1830)|Spotted Antpitta|SA|n Amazonia|
PASSERIFORMES|Grallariidae|Antpittas|Hylopezus|paraensis|(Snethlage, E, 1910)|Snethlage's Antpitta|SA|w, s Amazonian Brazil|
PASSERIFORMES|Grallariidae|Antpittas|Hylopezus|whittakeri|Carniero, Gonzaga, Rêgo, PS, Sampaio, Schneider, H & Aleixo, 2012|Alta Floresta Antpitta|SA|sc Amazonian Brazil|
PASSERIFORMES|Grallariidae|Antpittas|Hylopezus|auricularis|(Gyldenstolpe, 1941)|Masked Antpitta|SA|n Bolivia|
PASSERIFORMES|Grallariidae|Antpittas|Hylopezus|ochroleucus|(Wied-Neuwied, M, 1831)|White-browed Antpitta|SA|e Brazil|
PASSERIFORMES|Grallariidae|Antpittas|Myrmothera|fulviventris|(Sclater, PL, 1858)|White-lored Antpitta|SA|w Amazonia|
PASSERIFORMES|Grallariidae|Antpittas|Myrmothera|berlepschi|(Hellmayr, 1903)|Amazonian Antpitta|SA|s Amazonia|
PASSERIFORMES|Grallariidae|Antpittas|Myrmothera|dives|(Salvin, 1865)|Thicket Antpitta|MA, SA|e Honduras to w Colombia|
PASSERIFORMES|Grallariidae|Antpittas|Myrmothera|simplex|(Salvin & Godman, 1884)|Tepui Antpitta|SA|tepuis|
PASSERIFORMES|Grallariidae|Antpittas|Myrmothera|campanisona|(Hermann, 1783)|Thrush-like Antpitta|SA|Amazonia|
PASSERIFORMES|Grallariidae|Antpittas|Myrmothera|subcanescens|Todd, 1927|Tapajos Antpitta|SA|sc Amazonian Brazil|
PASSERIFORMES|Grallariidae|Antpittas|Grallaricula|flavirostris|(Sclater, PL, 1858)|Ochre-breasted Antpitta|MA, SA|Costa Rica to c Bolivia|
PASSERIFORMES|Grallariidae|Antpittas|Grallaricula|loricata|(Sclater, PL, 1857)|Scallop-breasted Antpitta|SA|n Venezuela|
PASSERIFORMES|Grallariidae|Antpittas|Grallaricula|cucullata|(Sclater, PL, 1856)|Hooded Antpitta|SA|nw Venezuela and w Colombia|
PASSERIFORMES|Grallariidae|Antpittas|Grallaricula|peruviana|Chapman, 1923|Peruvian Antpitta|SA|se Ecuador and n Peru|
PASSERIFORMES|Grallariidae|Antpittas|Grallaricula|ochraceifrons|Graves, GR, O'Neill & Parker, TA, 1983|Ochre-fronted Antpitta|SA|c Peru|
PASSERIFORMES|Grallariidae|Antpittas|Grallaricula|ferrugineipectus|(Sclater, PL, 1857)|Rusty-breasted Antpitta|SA|n Venezuela to e Colombia|
PASSERIFORMES|Grallariidae|Antpittas|Grallaricula|leymebambae|Carriker, 1933|Rufous-breasted Antpitta|SA|Peru and w Bolivia|
PASSERIFORMES|Grallariidae|Antpittas|Grallaricula|nana|(Lafresnaye, 1842)|Slaty-crowned Antpitta|SA|Venezuela to n Peru and w Guyana|
PASSERIFORMES|Grallariidae|Antpittas|Grallaricula|cumanensis|Hartert, EJO, 1900|Sucre Antpitta|SA|ne Venezuela|
PASSERIFORMES|Grallariidae|Antpittas|Grallaricula|lineifrons|(Chapman, 1924)|Crescent-faced Antpitta|SA|c, s Colombia and Ecuador|
PASSERIFORMES|Conopophagidae|Gnateaters|Conopophaga|lineata|(Wied-Neuwied, M, 1831)|Rufous Gnateater|SA|se|
PASSERIFORMES|Conopophagidae|Gnateaters|Conopophaga|aurita|(Gmelin, JF, 1789)|Chestnut-belted Gnateater|SA|w, n, ne Amazonia and the Guianas|
PASSERIFORMES|Conopophagidae|Gnateaters|Conopophaga|snethlageae|Berlepsch, 1912|Black-breasted Gnateater|SA|c, ec Amazonian Brazil|
PASSERIFORMES|Conopophagidae|Gnateaters|Conopophaga|roberti|Hellmayr, 1905|Hooded Gnateater|SA|ne Brazil|
PASSERIFORMES|Conopophagidae|Gnateaters|Conopophaga|peruviana|des Murs, 1856|Ash-throated Gnateater|SA|w, sw Amazonia|
PASSERIFORMES|Conopophagidae|Gnateaters|Conopophaga|cearae|Cory, 1916|Ceara Gnateater|SA|ne Brazil|
PASSERIFORMES|Conopophagidae|Gnateaters|Conopophaga|ardesiaca|d'Orbigny & Lafresnaye, 1837|Slaty Gnateater|SA|s Peru to s Bolivia|
PASSERIFORMES|Conopophagidae|Gnateaters|Conopophaga|castaneiceps|Sclater, PL, 1857|Chestnut-crowned Gnateater|SA|Colombia to c Peru|
PASSERIFORMES|Conopophagidae|Gnateaters|Conopophaga|melanops|(Vieillot, 1818)|Black-cheeked Gnateater|SA|e, se Brazil|
PASSERIFORMES|Conopophagidae|Gnateaters|Conopophaga|melanogaster|Ménétriés, 1835|Black-bellied Gnateater|SA|sc, se Amazonia|
PASSERIFORMES|Conopophagidae|Gnateaters|Pittasoma|michleri|Cassin, 1860|Black-crowned Antpitta|MA, SA|Costa Rica to nw Colombia|
PASSERIFORMES|Conopophagidae|Gnateaters|Pittasoma|rufopileatum|Hartert, EJO, 1901|Rufous-crowned Antpitta|SA|w Colombia to nw Ecuador|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Acropternis|orthonyx|(Lafresnaye, 1843)|Ocellated Tapaculo|SA|nw Venezuela to nw Peru|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Pteroptochos|castaneus|Philippi & Landbeck, 1864|Chestnut-throated Huet-huet|SA|c Chile and wc Argentina|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Pteroptochos|tarnii|(King, PP, 1831)|Black-throated Huet-huet|SA|c, s Chile and sw Argentina|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Pteroptochos|megapodius|Kittlitz, 1830|Moustached Turca|SA|n, c Chile|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Scelorchilus|albicollis|(Kittlitz, 1830)|White-throated Tapaculo|SA|n, c Chile|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Scelorchilus|rubecula|(Kittlitz, 1830)|Chucao Tapaculo|SA|Chile and Argentina|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Rhinocrypta|lanceolata|(Geoffroy Saint-Hilaire, I, 1832)|Crested Gallito|SA|sc|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Teledromas|fuscus|(Sclater, PL & Salvin, 1873)|Sandy Gallito|SA|c Argentina|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Liosceles|thoracicus|(Sclater, PL, 1865)|Rusty-belted Tapaculo|SA|w, sw Amazonia|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Psilorhamphus|guttatus|(Ménétriés, 1835)|Spotted Bamboowren|SA|ne Argentina and se Brazil|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Merulaxis|ater|Lesson, RP, 1831|Slaty Bristlefront|SA|se Brazil|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Merulaxis|stresemanni|Sick, 1960|Stresemann's Bristlefront|SA|e Brazil|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Eugralla|paradoxa|(Kittlitz, 1830)|Ochre-flanked Tapaculo|SA|sc Chile and wc Argentina|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Myornis|senilis|(Lafresnaye, 1840)|Ash-colored Tapaculo|SA|Colombia to Peru|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Eleoscytalopus|indigoticus|(Wied-Neuwied, M, 1831)|White-breasted Tapaculo|SA|se Brazil|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Eleoscytalopus|psychopompus|(Teixeira & Carnevalli, 1989)|Bahia Tapaculo|SA|e Brazil|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Scytalopus|iraiensis|Bornschein, Reinert & Pichorim, 1998|Marsh Tapaculo|SA|s Brazil|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Scytalopus|diamantinensis|Bornschein, Maurício, Belmonte-Lopes, Mata & Bonatto, 2007|Diamantina Tapaculo|SA|ne Brazil|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Scytalopus|novacapitalis|Sick, 1958|Brasilia Tapaculo|SA|s Brazil|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Scytalopus|petrophilus|Whitney, de Vasconcelos, Silveira & Pacheco, 2010|Rock Tapaculo|SA|se Brazil|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Scytalopus|pachecoi|Maurício, 2005|Planalto Tapaculo|SA|s Brazil and ne Argentina|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Scytalopus|gonzagai|Maurício, Belmonte-Lopes, Pacheco, Silveira, Whitney & Bornschein, 2014|Boa Nova Tapaculo|SA|se Brazil|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Scytalopus|speluncae|(Ménétriés, 1835)|Mouse-colored Tapaculo|SA|se Brazil|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Scytalopus|fuscus|Gould, 1837|Dusky Tapaculo|SA|c Chile|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Scytalopus|magellanicus|(Gmelin, JF, 1789)|Magellanic Tapaculo|SA|c, s Chile and w Argentina|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Scytalopus|affinis|Zimmer, JT, 1939|Ancash Tapaculo|SA|w Peru|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Scytalopus|krabbei|Schulenberg, Lane, Spencer, AJ, Angulo & Cadena, 2020|White-winged Tapaculo|SA|nc Peru (n Amazonas to Huánuco)|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Scytalopus|androstictus|Krabbe & Cadena, 2010|Loja Tapaculo|SA|se Ecuador and n Peru|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Scytalopus|opacus|Zimmer, JT, 1941|Paramo Tapaculo|SA|c Colombia to sc Ecuador|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Scytalopus|canus|Chapman, 1915|Paramillo Tapaculo|SA|w Colombia|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Scytalopus|superciliaris|Cabanis, 1883|White-browed Tapaculo|SA|nw Argentina|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Scytalopus|zimmeri|Bond, J & Meyer de Schauensee, 1940|Zimmer's Tapaculo|SA|s Bolivia and nw Argentina|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Scytalopus|simonsi|Chubb, C, 1917|Puna Tapaculo|SA|se Peru to c Bolivia|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Scytalopus|schulenbergi|Whitney, 1994|Diademed Tapaculo|SA|se Peru to c Bolivia|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Scytalopus|urubambae|Zimmer, JT, 1939|Vilcabamba Tapaculo|SA|ec Peru|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Scytalopus|whitneyi|Krabbe, Fjeldså, Hosner, Robbins & Andersen, 2020|Ampay Tapaculo|SA|s Peru (Ayacucho and Apurímac)|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Scytalopus|frankeae|Rosenberg, KV, Davis, TJ, Rosenberg, GH, Hosner, Robbins, Valqui & Lane, 2020|Jalca Tapaculo|SA|c Peru (Huanuco to Junin)|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Scytalopus|altirostris|Zimmer, JT, 1939|Neblina Tapaculo|SA|n Peru (s Amazonas and San Martín)|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Scytalopus|parvirostris|Zimmer, JT, 1939|Trilling Tapaculo|SA|nc Peru to ec Bolivia|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Scytalopus|bolivianus|Allen, JA, 1889|Bolivian Tapaculo|SA|se Peru to s Bolivia|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Scytalopus|atratus|Hellmayr, 1922|White-crowned Tapaculo|SA|w Venezuela to c Peru|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Scytalopus|sanctaemartae|Chapman, 1915|Santa Marta Tapaculo|SA|n Colombia|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Scytalopus|micropterus|(Sclater, PL, 1858)|Long-tailed Tapaculo|SA|Colombia to n Peru|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Scytalopus|femoralis|(Tschudi, 1844)|Rufous-vented Tapaculo|SA|c Peru|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Scytalopus|intermedius|Zimmer, JT, 1939|Utcubamba Tapaculo|SA|nc Peru|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Scytalopus|macropus|Berlepsch & Stolzmann, 1896|Large-footed Tapaculo|SA|Peru|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Scytalopus|gettyae|Hosner, Robbins, Valqui & Peterson, 2013|Junin Tapaculo|SA|c Peru|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Scytalopus|unicolor|Salvin, 1895|Unicolored Tapaculo|SA|wc Peru|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Scytalopus|acutirostris|(Tschudi, 1844)|Tschudi's Tapaculo|SA|c Peru|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Scytalopus|latrans|Hellmayr, 1924|Blackish Tapaculo|SA|Colombia to Peru|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Scytalopus|argentifrons|Ridgway, 1891|Silvery-fronted Tapaculo|MA|Costa Rica and Panama|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Scytalopus|vicinior|Zimmer, JT, 1939|Narino Tapaculo|SA|w Colombia to c Ecuador|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Scytalopus|panamensis|Chapman, 1915|Tacarcuna Tapaculo|MA, SA|e Panama and nw Colombia|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Scytalopus|chocoensis|Krabbe & Schulenberg, 1997|Choco Tapaculo|MA, SA|e Panama to nw Ecuador|
