Order|Family (Scientific)|Family (English)|Genus|Species (Scientific)|Authority|Species (English)|Breeding Range|Breeding Range-Subregion(s)|Nonbreeding Range
PASSERIFORMES|Rhinocryptidae|Tapaculos|Scytalopus|rodriguezi|Krabbe, Salaman, Cortés-Diago, Quevedo, Ortega & Cadena, 2005|Magdalena Tapaculo|SA|c Colombia|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Scytalopus|stilesi|Cuervo, Cadena, Krabbe & Renjifo, 2005|Stiles's Tapaculo|SA|c Colombia|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Scytalopus|alvarezlopezi|Stiles, Laverde-R, O & Cadena, 2017|Tatama Tapaculo|SA|w Colombia|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Scytalopus|robbinsi|Krabbe & Schulenberg, 1997|El Oro Tapaculo|SA|sw Ecuador|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Scytalopus|caracae|Hellmayr, 1922|Caracas Tapaculo|SA|n Venezuela|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Scytalopus|griseicollis|(Lafresnaye, 1840)|Pale-bellied Tapaculo|SA|nc, c Colombia and w Venezuela|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Scytalopus|latebricola|Bangs, 1899|Brown-rumped Tapaculo|SA|n Colombia|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Scytalopus|perijanus|Avendaño, Cuervo, López-O, Gutiérrez-Pinto, Cortés-Diago & Cadena, 2015|Perija Tapaculo|SA|Perijá Mts. (ne Colombia and Venezuela)|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Scytalopus|meridanus|Hellmayr, 1922|Merida Tapaculo|SA|nw Venezuela|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Scytalopus|parkeri|Krabbe & Schulenberg, 1997|Chusquea Tapaculo|SA|s Ecuador and n Peru|
PASSERIFORMES|Rhinocryptidae|Tapaculos|Scytalopus|spillmanni|Stresemann, 1937|Spillmann's Tapaculo|SA|Colombia to Ecuador|
PASSERIFORMES|Melanopareiidae|Crescentchests|Melanopareia|torquata|(Wied-Neuwied, M, 1831)|Collared Crescentchest|SA|e, c Brazil and ne Paraguay|
PASSERIFORMES|Melanopareiidae|Crescentchests|Melanopareia|bitorquata|(d'Orbigny & Lafresnaye, 1837)|Double-collared Crescentchest|SA|e Bolivia|
PASSERIFORMES|Melanopareiidae|Crescentchests|Melanopareia|maximiliani|(d'Orbigny, 1835)|Olive-crowned Crescentchest|SA|sc|
PASSERIFORMES|Melanopareiidae|Crescentchests|Melanopareia|maranonica|Chapman, 1924|Maranon Crescentchest|SA|s Ecuador and n Peru|
PASSERIFORMES|Melanopareiidae|Crescentchests|Melanopareia|elegans|(Lesson, RP, 1844)|Elegant Crescentchest|SA|w Ecuador and nw Peru|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Piprites|griseiceps|Salvin, 1865|Grey-headed Piprites|MA|e Guatemala to w Panama|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Piprites|chloris|(Temminck, 1822)|Wing-barred Piprites|SA|n Colombia, Amazonia and se SA|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Piprites|pileata|(Temminck, 1822)|Black-capped Piprites|SA|se Brazil and ne Argentina|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Phyllomyias|fasciatus|(Thunberg, 1822)|Planalto Tyrannulet|SA|e, se|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Phyllomyias|weedeni|Herzog, Kessler & Balderrama, 2008|Yungas Tyrannulet|SA|se Peru and nw Bolivia|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Phyllomyias|burmeisteri|Cabanis & Heine, 1860|Rough-legged Tyrannulet|SA|e Paraguay, n Argentina and se Brazil|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Phyllomyias|zeledoni|(Lawrence, 1869)|White-fronted Tyrannulet|MA, SA|Costa Rica to nw SA|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Phyllomyias|virescens|(Temminck, 1824)|Greenish Tyrannulet|SA|e Paraguay, ne Argentina and s, se Brazil|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Phyllomyias|reiseri|Hellmayr, 1905|Reiser's Tyrannulet|SA|ec Brazil, Paraguay|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Phyllomyias|urichi|(Chapman, 1899)|Urich's Tyrannulet|SA|ne Venezuela|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Phyllomyias|sclateri|Berlepsch, 1901|Sclater's Tyrannulet|SA|se Peru to nw Argentina|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Phyllomyias|griseocapilla|Sclater, PL, 1862|Grey-capped Tyrannulet|SA|se Brazil|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Phyllomyias|griseiceps|(Sclater, PL & Salvin, 1871)|Sooty-headed Tyrannulet|SA|e Panama to the Guianas and n Brazil, e Ecuador and e Peru, sw Colombia and nw Ecuador|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Phyllomyias|plumbeiceps|(Lawrence, 1869)|Plumbeous-crowned Tyrannulet|SA|c Colombia to s Peru|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Phyllomyias|nigrocapillus|(Lafresnaye, 1845)|Black-capped Tyrannulet|SA|Venezuela to Peru|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Phyllomyias|cinereiceps|(Sclater, PL, 1860)|Ashy-headed Tyrannulet|SA|Venezuela to Peru|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Phyllomyias|uropygialis|(Lawrence, 1869)|Tawny-rumped Tyrannulet|SA|Venezuela to nw Argentina|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Tyrannulus|elatus|(Latham, 1790)|Yellow-crowned Tyrannulet|MA, SA|s Costa Rica through Amazonia|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Myiopagis|gaimardii|(d'Orbigny, 1840)|Forest Elaenia|MA, SA|Panama through Amazonia|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Myiopagis|parambae|(Hellmayr, 1904)|Choco Elaenia|MA, SA|e Panama to nw Ecuador|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Myiopagis|cinerea|(Pelzeln, 1868)|Amazonian Elaenia|SA|Amazonia from e Colombia and s Venezuela to e Ecuador, ne Peru and nw Brazil|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Myiopagis|caniceps|(Swainson, 1835)|Grey-headed Elaenia|SA|se Brazil to Bolivia, Paraguay and n Argentina|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Myiopagis|olallai|Coopmans & Krabbe, 2000|Foothill Elaenia|SA|nc Colombia, w Venezuela, Ecuador and Peru|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Myiopagis|subplacens|(Sclater, PL, 1862)|Pacific Elaenia|SA|w Ecuador, nw Peru|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Myiopagis|flavivertex|(Sclater, PL, 1887)|Yellow-crowned Elaenia|SA|Amazonia|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Myiopagis|viridicata|(Vieillot, 1817)|Greenish Elaenia|MA, SA|widespread|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Myiopagis|cotta|(Gosse, 1849)|Jamaican Elaenia|NA|Jamaica|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Elaenia|flavogaster|(Thunberg, 1822)|Yellow-bellied Elaenia|MA, SA|widespread|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Elaenia|martinica|(Linnaeus, 1766)|Caribbean Elaenia|NA|West Indies|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Elaenia|spectabilis|Pelzeln, 1868|Large Elaenia|SA|w Amazonia to e Brazil and c Bolivia|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Elaenia|ridleyana|Sharpe, 1888|Noronha Elaenia|SA|Ilha Fernando de Noronha|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Elaenia|albiceps|(d'Orbigny & Lafresnaye, 1837)|White-crested Elaenia|SA|widespread|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Elaenia|chilensis|Hellmayr, 1927|Chilean Elaenia|SA|s Bolivia to s Argentina and Chile|to Brazil and Peru
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Elaenia|parvirostris|Pelzeln, 1868|Small-billed Elaenia|SA|Colombia and Venezuela to c Bolivia and se Brazil|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Elaenia|mesoleuca|(Deppe, 1830)|Olivaceous Elaenia|SA|e Paraguay, ne Argentina and s, se Brazil|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Elaenia|strepera|Cabanis, 1883|Slaty Elaenia|SA|Bolivia and nw Argentina|Venezuela
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Elaenia|gigas|Sclater, PL, 1871|Mottle-backed Elaenia|SA|s Colombia to w Bolivia|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Elaenia|pelzelni|Berlepsch, 1907|Brownish Elaenia|SA|Amazon River and tributaries|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Elaenia|cristata|Pelzeln, 1868|Plain-crested Elaenia|SA|ne, e|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Elaenia|chiriquensis|Lawrence, 1865|Lesser Elaenia|MA, SA|Costa Rica to ne Argentina|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Elaenia|brachyptera|Berlepsch, 1907|Coopmans's Elaenia|SA|sw Colombia and nw Ecuador|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Elaenia|ruficeps|Pelzeln, 1868|Rufous-crowned Elaenia|SA|n Amazonia|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Elaenia|frantzii|Lawrence, 1865|Mountain Elaenia|MA, SA|Guatemala to Colombia and Venezuela|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Elaenia|obscura|(d'Orbigny & Lafresnaye, 1837)|Highland Elaenia|SA|se Ecuador to Bolivia and nw Argentina|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Elaenia|sordida|Zimmer, JT, 1941|Small-headed Elaenia|SA|se Brazil, e Paraguay and ne Argentina|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Elaenia|dayi|Chapman, 1929|Great Elaenia|SA|tepuis|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Elaenia|pallatangae|Sclater, PL, 1862|Sierran Elaenia|SA|Colombia to Bolivia|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Elaenia|olivina|Salvin & Godman, 1884|Tepui Elaenia|SA|tepuis of s, se Venezuela and Guyana|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Elaenia|fallax|Sclater, PL, 1861|Greater Antillean Elaenia|NA|Jamaica and Hispaniola|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Ornithion|semiflavum|(Sclater, PL & Salvin, 1860)|Yellow-bellied Tyrannulet|MA|se Mexico to w Panama|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Ornithion|brunneicapillus|(Lawrence, 1862)|Brown-capped Tyrannulet|MA, SA|Costa Rica to nw Venezuela and nw Ecuador|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Ornithion|inerme|Hartlaub, 1853|White-lored Tyrannulet|SA|Amazonia and e Brazil|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Camptostoma|imberbe|Sclater, PL, 1857|Northern Beardless Tyrannulet|MA|sc, sw USA and Mexico to nw Costa Rica, Cozumel I. (Mexico)|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Camptostoma|obsoletum|(Temminck, 1824)|Southern Beardless Tyrannulet|MA, SA|Costa Rica to Uruguay|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Suiriri|suiriri|(Vieillot, 1818)|Suiriri Flycatcher|SA|sc South America, Amazonia|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Mecocerculus|leucophrys|(d'Orbigny & Lafresnaye, 1837)|White-throated Tyrannulet|SA|Venezuela to n Argentina|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Mecocerculus|poecilocercus|(Sclater, PL & Salvin, 1873)|White-tailed Tyrannulet|SA|Colombia to Peru|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Mecocerculus|hellmayri|Berlepsch, 1907|Buff-banded Tyrannulet|SA|se Peru to nw Argentina|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Mecocerculus|calopterus|(Sclater, PL, 1859)|Rufous-winged Tyrannulet|SA|Ecuador, Peru|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Mecocerculus|minor|(Taczanowski, 1879)|Sulphur-bellied Tyrannulet|SA|Venezuela, Colombia to n Peru|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Mecocerculus|stictopterus|(Sclater, PL, 1859)|White-banded Tyrannulet|SA|Venezuela to Bolivia|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Anairetes|nigrocristatus|Taczanowski, 1884|Black-crested Tit-Tyrant|SA|s Ecuador, n Peru|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Anairetes|reguloides|(d'Orbigny & Lafresnaye, 1837)|Pied-crested Tit-Tyrant|SA|wc Peru to nw Chile|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Anairetes|alpinus|(Carriker, 1933)|Ash-breasted Tit-Tyrant|SA|Peru and Bolivia|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Anairetes|flavirostris|Sclater, PL & Salvin, 1876|Yellow-billed Tit-Tyrant|SA|w, sc, se|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Anairetes|parulus|(Kittlitz, 1830)|Tufted Tit-Tyrant|SA|w, s|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Anairetes|fernandezianus|(Philippi, 1857)|Juan Fernandez Tit-Tyrant|SA|Juan Fernandez Arch.|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Uromyias|agilis|(Sclater, PL, 1856)|Agile Tit-Tyrant|SA|Venezuela to Ecuador|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Uromyias|agraphia|(Chapman, 1919)|Unstreaked Tit-Tyrant|SA|Peru|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Serpophaga|cinerea|(Tschudi, 1844)|Torrent Tyrannulet|MA, SA|Costa Rica to Bolivia|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Serpophaga|hypoleuca|Sclater, PL & Salvin, 1866|River Tyrannulet|SA|Orinoco, Amazon and tributaries|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Serpophaga|nigricans|(Vieillot, 1817)|Sooty Tyrannulet|SA|s Bolivia, e Paraguay and sc Brazil to c Argentina and Uruguay|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Serpophaga|subcristata|(Vieillot, 1817)|White-crested Tyrannulet|SA|Bolivia and s Brazil to c Argentina and Uruguay|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Serpophaga|griseicapilla|Straneck, 2007|Straneck's Tyrannulet|SA|cw, nw Argentina|Bolivia, n Argentina, w Uruguay and Paraguay; Brazil?
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Nesotriccus|incomtus|(Cabanis & Heine, 1860)|Northern Mouse-colored Tyrannulet|MA, SA|s Costa Rica and Panama through Colombia and ne Ecuador to Venezuala, Trinidad and Guyana|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Nesotriccus|ridgwayi|Townsend, CH, 1895|Cocos Tyrannulet|MA|I. del Coco (far sw of Costa Rica)|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Nesotriccus|murinus|(Spix, 1825)|Southern Mouse-colored Tyrannulet|SA|the Guianas and Amazonia to e Brazil, Paraguay and nw Argentina|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Nesotriccus|tumbezanus|(Taczanowski, 1877)|Tumbesian Tyrannulet|SA|sw Ecuador, nw Peru|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Nesotriccus|maranonicus|(Zimmer, JT, 1941)|Maranon Tyrannulet|SA|nc Peru (Marañón Valley, w Amazonas, e Cajamarca and e La Libertad)|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Capsiempis|flaveola|(Lichtenstein, MHC, 1823)|Yellow Tyrannulet|MA, SA|s Nicaragua to e Brazil|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Polystictus|pectoralis|(Vieillot, 1817)|Bearded Tachuri|SA|widespread|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Polystictus|superciliaris|(Wied-Neuwied, M, 1831)|Grey-backed Tachuri|SA|se Brazil|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Pseudocolopteryx|dinelliana|Lillo, 1905|Dinelli's Doradito|SA|c Paraguay and sw Brazil to c Argentina|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Pseudocolopteryx|sclateri|(Oustalet, 1892)|Crested Doradito|SA|Venezuela, Guyana and Trinidad, Bolivia, e, s Brazil to ne Argentina|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Pseudocolopteryx|acutipennis|(Sclater, PL & Salvin, 1873)|Subtropical Doradito|SA|Colombia to nw Argentina|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Pseudocolopteryx|flaviventris|(d'Orbigny & Lafresnaye, 1837)|Warbling Doradito|SA|Paraguay and s Brazil to ec Argentina|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Pseudocolopteryx|citreola|(Landbeck, 1864)|Ticking Doradito|SA|c Chile and wc Argentina|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Pseudotriccus|pelzelni|Taczanowski & Berlepsch, 1885|Bronze-olive Pygmy Tyrant|MA, SA|Panama and Colombia to Peru|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Pseudotriccus|simplex|(Berlepsch, 1901)|Hazel-fronted Pygmy Tyrant|SA|se Peru and nw Bolivia|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Pseudotriccus|ruficeps|(Lafresnaye, 1843)|Rufous-headed Pygmy Tyrant|SA|Colombia to Bolivia|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Corythopis|torquatus|Tschudi, 1844|Ringed Antpipit|SA|Amazonia|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Corythopis|delalandi|(Lesson, RP, 1831)|Southern Antpipit|SA|e Bolivia and c Brazil to e Paraguay, se Brazil and ne and nw Argentina|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Euscarthmus|meloryphus|Wied-Neuwied, M, 1831|Fulvous-crowned Scrub Tyrant|SA|widespread|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Euscarthmus|fulviceps|Sclater, PL, 1871|Fulvous-faced Scrub Tyrant|SA|sw Ecuador and w Peru|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Euscarthmus|rufomarginatus|(Pelzeln, 1868)|Rufous-sided Scrub Tyrant|SA|Suriname, e Brazil to ne Bolivia and e Paraguay|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Pseudelaenia|leucospodia|(Taczanowski, 1877)|Grey-and-white Tyrannulet|SA|sw Ecuador, nw Peru|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Stigmatura|napensis|Chapman, 1926|Lesser Wagtail-Tyrant|SA|Amazon, Orinoco and tributaries in se Colombia, e Ecuador, ne Peru and w Brazil|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Stigmatura|bahiae|Chapman, 1926|Bahia Wagtail-Tyrant|SA|se Brazil (Ceará and Rio Grande do Norte south to s Bahia)|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Stigmatura|budytoides|(d'Orbigny & Lafresnaye, 1837)|Greater Wagtail-Tyrant|SA|sc|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Zimmerius|vilissimus|(Sclater, PL & Salvin, 1859)|Guatemalan Tyrannulet|MA|s Mexico and w Guatemala to El Salvador|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Zimmerius|parvus|(Lawrence, 1862)|Mistletoe Tyrannulet|MA, SA|ne Guatemala and Belize to extreme nw Colombia|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Zimmerius|improbus|(Sclater, PL & Salvin, 1871)|Spectacled Tyrannulet|SA|Venezuela and Colombia|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Zimmerius|petersi|(Berlepsch, 1907)|Venezuelan Tyrannulet|SA|n Venezuela|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Zimmerius|bolivianus|(d'Orbigny, 1840)|Bolivian Tyrannulet|SA|se Peru and c, w Bolivia|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Zimmerius|cinereicapilla|(Cabanis, 1873)|Red-billed Tyrannulet|SA|Ecuador, Peru and Bolivia|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Zimmerius|villarejoi|Álvarez A, J & Whitney, 2001|Mishana Tyrannulet|SA|n Peru|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Zimmerius|chicomendesi|Whitney, Schunck, Rêgo, MA & Silveira, 2013|Chico's Tyrannulet|SA|Rio Madeirinha, s Amazonas (Brazil)|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Zimmerius|gracilipes|(Sclater, PL & Salvin, 1868)|Slender-footed Tyrannulet|SA|Amazonia|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Zimmerius|acer|(Salvin & Godman, 1883)|Guianan Tyrannulet|SA|the Guianas and ne Brazil|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Zimmerius|chrysops|(Sclater, PL, 1859)|Golden-faced Tyrannulet|SA|s Colombia and w Venezuela to Ecuador and n Peru|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Zimmerius|minimus|(Chapman, 1912)|Coopmans's Tyrannulet|SA|ne Colombia and n Venezuela|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Zimmerius|albigularis|(Chapman, 1924)|Choco Tyrannulet|SA|w Ecuador, sw Colombia|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Zimmerius|flavidifrons|(Sclater, PL, 1860)|Loja Tyrannulet|SA|sw Ecuador|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Zimmerius|viridiflavus|(Tschudi, 1844)|Peruvian Tyrannulet|SA|Peru|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Pogonotriccus|poecilotis|(Sclater, PL, 1862)|Variegated Bristle Tyrant|SA|n Colombia and nw Venezuela to Peru|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Pogonotriccus|chapmani|(Gilliard, 1940)|Chapman's Bristle Tyrant|SA|tepuis|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Pogonotriccus|ophthalmicus|Taczanowski, 1874|Marble-faced Bristle Tyrant|SA|Venezuela to Bolivia|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Pogonotriccus|orbitalis|(Cabanis, 1873)|Spectacled Bristle Tyrant|SA|s Colombia to Bolivia|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Pogonotriccus|venezuelanus|Berlepsch, 1907|Venezuelan Bristle Tyrant|SA|n Venezuela|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Pogonotriccus|lanyoni|(Graves, GR, 1988)|Antioquia Bristle Tyrant|SA|nw Colombia|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Pogonotriccus|eximius|(Temminck, 1822)|Southern Bristle Tyrant|SA|e Paraguay, ne Argentina and se Brazil|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Pogonotriccus|paulista|Ihering, HFA & Ihering, R, 1907|Sao Paulo Bristle Tyrant|SA|e Paraguay, ne Argentina and se Brazil|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Pogonotriccus|difficilis|(Ihering, HFA & Ihering, R, 1907)|Serra do Mar Bristle Tyrant|SA|e, se Brazil|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Phylloscartes|ventralis|(Temminck, 1824)|Mottle-cheeked Tyrannulet|SA|se, Peru to nw Argentina|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Phylloscartes|ceciliae|Teixeira, 1987|Alagoas Tyrannulet|SA|e Brazil|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Phylloscartes|kronei|Willis & Oniki, 1992|Restinga Tyrannulet|SA|se Brazil|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Phylloscartes|beckeri|Gonzaga & Pacheco, 1995|Bahia Tyrannulet|SA|e Brazil|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Phylloscartes|flavovirens|(Lawrence, 1862)|Panama Tyrannulet|MA|Panama|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Phylloscartes|virescens|Todd, 1925|Olive-green Tyrannulet|SA|ne Amazonia|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Phylloscartes|gualaquizae|(Sclater, PL, 1887)|Ecuadorian Tyrannulet|SA|s Colombia, Ecuador, n Peru|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Phylloscartes|nigrifrons|(Salvin & Godman, 1884)|Black-fronted Tyrannulet|SA|tepuis|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Phylloscartes|superciliaris|(Sclater, PL & Salvin, 1868)|Rufous-browed Tyrannulet|MA, SA|Costa Rica to n Venezuela and Ecuador|
PASSERIFORMES|Tyrannidae|Tyrant Flycatchers, Calyptura|Phylloscartes|flaviventris|(Hartert, EJO, 1897)|Rufous-lored Tyrannulet|SA|n Venezuela|
